participant_id,expertise_level,trial_id,fixation_id,ecg_lead,diagnostic_phase,duration_ms
N021,novice,T021,14,aVF,Lead-by-Lead-Review,363
N021,novice,T021,15,V4,Lead-by-Lead-Review,292
N021,novice,T021,16,II,Axis-Determination,261
N021,novice,T021,17,V3,Axis-Determination,337
N021,novice,T021,18,V3,P-wave-Analysis,206
N021,novice,T021,19,aVR,P-wave-Analysis,242
N021,novice,T021,20,II,P-wave-Analysis,236
N021,novice,T021,21,III,P-wave-Analysis,182
N021,novice,T021,22,II,QRS-Analysis,344
N022,novice,T022,1,II,QRS-Analysis,150
N022,novice,T022,2,V6,T-wave-Examination,406
N022,novice,T022,3,aVF,QT-interval-Measurement,325
N022,novice,T022,4,V5,QT-interval-Measurement,295
N022,novice,T022,5,V6,QT-interval-Measurement,223
N022,novice,T022,6,aVR,Lead-by-Lead-Review,415
N022,novice,T022,7,II,P-wave-Analysis,318
N022,novice,T022,8,I,P-wave-Analysis,284
N022,novice,T022,9,V1,Rhythm-Check,223
N022,novice,T022,10,V4,Lead-by-Lead-Review,248
N022,novice,T022,11,aVR,Lead-by-Lead-Review,226
N022,novice,T022,12,II,QRS-Analysis,238
N022,novice,T022,13,I,QRS-Analysis,194
N022,novice,T022,14,V1,QRS-Analysis,352
N022,novice,T022,15,aVL,PR-interval-Assessment,254
N022,novice,T022,16,I,Rhythm-Check,400
N022,novice,T022,17,aVR,Rhythm-Check,297
N022,novice,T022,18,aVR,Rhythm-Check,121
N022,novice,T022,19,V2,Axis-Determination,322
N023,novice,T023,1,aVL,Lead-by-Lead-Review,188
N023,novice,T023,2,aVR,QRS-Analysis,353
N023,novice,T023,3,I,PR-interval-Assessment,154
N023,novice,T023,4,aVR,P-wave-Analysis,316
N023,novice,T023,5,I,P-wave-Analysis,377
N023,novice,T023,6,III,P-wave-Analysis,239
N023,novice,T023,7,V1,Axis-Determination,172
N023,novice,T023,8,aVF,QRS-Analysis,283
N023,novice,T023,9,II,QT-interval-Measurement,186
N023,novice,T023,10,V1,ST-segment-Evaluation,159
N023,novice,T023,11,aVR,QT-interval-Measurement,412
N023,novice,T023,12,aVR,QT-interval-Measurement,304
N023,novice,T023,13,I,PR-interval-Assessment,387
N023,novice,T023,14,V3,Axis-Determination,414
N023,novice,T023,15,V1,P-wave-Analysis,292
N023,novice,T023,16,III,P-wave-Analysis,195
N023,novice,T023,17,aVR,Rhythm-Check,309
N023,novice,T023,18,III,Axis-Determination,186
N023,novice,T023,19,II,Lead-by-Lead-Review,386
N023,novice,T023,20,V6,Lead-by-Lead-Review,467
N023,novice,T023,21,V1,Rhythm-Check,257
N024,novice,T024,1,aVL,Axis-Determination,201
N024,novice,T024,2,aVL,Axis-Determination,120
N024,novice,T024,3,V6,QRS-Analysis,223
N024,novice,T024,4,V2,ST-segment-Evaluation,500
N024,novice,T024,5,III,QRS-Analysis,177
N024,novice,T024,6,aVR,Rhythm-Check,512
N024,novice,T024,7,III,Axis-Determination,196
N024,novice,T024,8,aVR,QRS-Analysis,165
N024,novice,T024,9,V5,PR-interval-Assessment,457
N024,novice,T024,10,V6,T-wave-Examination,296
N024,novice,T024,11,V2,T-wave-Examination,367
N024,novice,T024,12,III,T-wave-Examination,418
N024,novice,T024,13,I,T-wave-Examination,359
N024,novice,T024,14,aVL,P-wave-Analysis,241
N024,novice,T024,15,III,PR-interval-Assessment,206
N024,novice,T024,16,V6,QT-interval-Measurement,397
N024,novice,T024,17,II,Axis-Determination,307
N024,novice,T024,18,III,P-wave-Analysis,395
N024,novice,T024,19,V3,P-wave-Analysis,378
N024,novice,T024,20,V3,QRS-Analysis,335
N024,novice,T024,21,V4,QRS-Analysis,356
N024,novice,T024,22,V3,QRS-Analysis,333
N025,novice,T025,1,V5,QRS-Analysis,296
N025,novice,T025,2,V1,ST-segment-Evaluation,245
N025,novice,T025,3,V3,ST-segment-Evaluation,360
N025,novice,T025,4,III,T-wave-Examination,354
N025,novice,T025,5,V2,Lead-by-Lead-Review,312
N025,novice,T025,6,aVR,QRS-Analysis,221
N025,novice,T025,7,V5,QT-interval-Measurement,412
N025,novice,T025,8,II,QT-interval-Measurement,332
N025,novice,T025,9,V5,QRS-Analysis,212
N025,novice,T025,10,aVL,T-wave-Examination,207
N025,novice,T025,11,V5,QT-interval-Measurement,415
N025,novice,T025,12,II,QT-interval-Measurement,348
N025,novice,T025,13,V1,PR-interval-Assessment,317
N025,novice,T025,14,aVL,PR-interval-Assessment,516
N025,novice,T025,15,I,QT-interval-Measurement,240
N025,novice,T025,16,aVF,QT-interval-Measurement,335
N025,novice,T025,17,III,QT-interval-Measurement,222
N025,novice,T025,18,V5,ST-segment-Evaluation,480
N025,novice,T025,19,V1,QRS-Analysis,306
N025,novice,T025,20,V1,QT-interval-Measurement,303
N025,novice,T025,21,V3,Rhythm-Check,351
N025,novice,T025,22,aVR,Rhythm-Check,197
N026,novice,T026,1,II,QRS-Analysis,323
N026,novice,T026,2,V3,P-wave-Analysis,80
N026,novice,T026,3,II,P-wave-Analysis,351
N026,novice,T026,4,aVR,QRS-Analysis,223
N026,novice,T026,5,II,QRS-Analysis,517
N026,novice,T026,6,V6,Axis-Determination,266
N026,novice,T026,7,III,QT-interval-Measurement,359
N026,novice,T026,8,aVR,Rhythm-Check,246
N026,novice,T026,9,aVR,Rhythm-Check,156
N026,novice,T026,10,aVF,ST-segment-Evaluation,153
N026,novice,T026,11,II,ST-segment-Evaluation,309
N026,novice,T026,12,I,QRS-Analysis,256
N026,novice,T026,13,V2,Axis-Determination,402
N026,novice,T026,14,I,QRS-Analysis,337
N027,novice,T027,1,V1,Rhythm-Check,216
N027,novice,T027,2,V2,Lead-by-Lead-Review,354
N027,novice,T027,3,V2,ST-segment-Evaluation,484
N027,novice,T027,4,V6,T-wave-Examination,443
N027,novice,T027,5,aVF,PR-interval-Assessment,393
N027,novice,T027,6,aVL,QRS-Analysis,162
N027,novice,T027,7,III,Lead-by-Lead-Review,194
N027,novice,T027,8,V5,Lead-by-Lead-Review,306
N027,novice,T027,9,I,P-wave-Analysis,406
N027,novice,T027,10,V2,QT-interval-Measurement,453
N027,novice,T027,11,aVR,T-wave-Examination,263
N027,novice,T027,12,aVR,QRS-Analysis,324
N027,novice,T027,13,V3,PR-interval-Assessment,359
N027,novice,T027,14,V1,Axis-Determination,357
N027,novice,T027,15,II,P-wave-Analysis,325
N027,novice,T027,16,V4,P-wave-Analysis,160
N027,novice,T027,17,II,PR-interval-Assessment,320
N027,novice,T027,18,II,Rhythm-Check,238
N027,novice,T027,19,V1,Axis-Determination,272
N027,novice,T027,20,I,Axis-Determination,348
N027,novice,T027,21,aVR,Lead-by-Lead-Review,150
N028,novice,T028,1,V1,Lead-by-Lead-Review,241
N028,novice,T028,2,V6,Lead-by-Lead-Review,319
N028,novice,T028,3,V4,T-wave-Examination,176
N028,novice,T028,4,II,P-wave-Analysis,255
N028,novice,T028,5,V1,Axis-Determination,212
N028,novice,T028,6,V1,T-wave-Examination,364
N028,novice,T028,7,III,P-wave-Analysis,197
N028,novice,T028,8,V4,T-wave-Examination,151
N028,novice,T028,9,aVF,QT-interval-Measurement,237
N028,novice,T028,10,II,ST-segment-Evaluation,266
N028,novice,T028,11,aVR,T-wave-Examination,441
N028,novice,T028,12,III,ST-segment-Evaluation,154
N028,novice,T028,13,II,Axis-Determination,169
N028,novice,T028,14,V3,PR-interval-Assessment,216
N028,novice,T028,15,V4,QRS-Analysis,213
N029,novice,T029,1,I,ST-segment-Evaluation,303
N029,novice,T029,2,I,ST-segment-Evaluation,560
N029,novice,T029,3,aVL,T-wave-Examination,80
N029,novice,T029,4,V4,PR-interval-Assessment,245
N029,novice,T029,5,aVF,PR-interval-Assessment,295
N029,novice,T029,6,V5,PR-interval-Assessment,267
N029,novice,T029,7,V3,Rhythm-Check,347
N029,novice,T029,8,V1,Lead-by-Lead-Review,222
N029,novice,T029,9,II,PR-interval-Assessment,295
N029,novice,T029,10,aVR,Rhythm-Check,333
N029,novice,T029,11,I,Lead-by-Lead-Review,246
N029,novice,T029,12,aVL,P-wave-Analysis,226
N029,novice,T029,13,III,Lead-by-Lead-Review,463
N029,novice,T029,14,aVL,Rhythm-Check,295
N029,novice,T029,15,V2,T-wave-Examination,98
N029,novice,T029,16,V1,ST-segment-Evaluation,348
N029,novice,T029,17,III,ST-segment-Evaluation,334
N029,novice,T029,18,III,QRS-Analysis,312
N029,novice,T029,19,III,T-wave-Examination,165
N030,novice,T030,1,aVR,PR-interval-Assessment,249
N030,novice,T030,2,III,Lead-by-Lead-Review,187
N030,novice,T030,3,II,Lead-by-Lead-Review,253
N030,novice,T030,4,aVL,P-wave-Analysis,242
N030,novice,T030,5,V1,Axis-Determination,323
N030,novice,T030,6,I,PR-interval-Assessment,174
N030,novice,T030,7,V3,PR-interval-Assessment,263
N030,novice,T030,8,V1,PR-interval-Assessment,395
N030,novice,T030,9,aVL,Axis-Determination,144
N030,novice,T030,10,III,QRS-Analysis,228
N030,novice,T030,11,V1,PR-interval-Assessment,128
N030,novice,T030,12,V4,Lead-by-Lead-Review,303
N030,novice,T030,13,aVR,Rhythm-Check,266
N030,novice,T030,14,V5,P-wave-Analysis,284
N030,novice,T030,15,V1,P-wave-Analysis,81
N030,novice,T030,16,V1,Axis-Determination,275
N031,novice,T031,1,V3,QRS-Analysis,116
N031,novice,T031,2,aVL,Lead-by-Lead-Review,310
N031,novice,T031,3,II,T-wave-Examination,389
N031,novice,T031,4,aVL,QT-interval-Measurement,245
N031,novice,T031,5,aVF,P-wave-Analysis,248
N031,novice,T031,6,V6,Axis-Determination,376
N031,novice,T031,7,I,Rhythm-Check,252
N031,novice,T031,8,I,PR-interval-Assessment,358
N031,novice,T031,9,aVF,PR-interval-Assessment,368
N031,novice,T031,10,V2,P-wave-Analysis,420
N031,novice,T031,11,V6,ST-segment-Evaluation,320
N031,novice,T031,12,V1,ST-segment-Evaluation,205
N031,novice,T031,13,V5,PR-interval-Assessment,307
N031,novice,T031,14,V6,T-wave-Examination,276
N031,novice,T031,15,aVL,QT-interval-Measurement,317
N032,novice,T032,1,I,QRS-Analysis,255
N032,novice,T032,2,V2,QT-interval-Measurement,378
N032,novice,T032,3,aVL,Lead-by-Lead-Review,368
N032,novice,T032,4,aVR,PR-interval-Assessment,91
N032,novice,T032,5,V3,Rhythm-Check,256
N032,novice,T032,6,V1,Rhythm-Check,375
N032,novice,T032,7,III,Axis-Determination,134
N032,novice,T032,8,V6,Axis-Determination,129
N032,novice,T032,9,III,Rhythm-Check,280
N032,novice,T032,10,II,QT-interval-Measurement,315
N032,novice,T032,11,II,PR-interval-Assessment,241
N032,novice,T032,12,aVF,Rhythm-Check,413
N032,novice,T032,13,III,QT-interval-Measurement,334
N032,novice,T032,14,II,T-wave-Examination,305
N032,novice,T032,15,V4,QT-interval-Measurement,270
N033,novice,T033,1,aVR,Rhythm-Check,437
N033,novice,T033,2,aVR,Rhythm-Check,134
N033,novice,T033,3,V2,ST-segment-Evaluation,236
N033,novice,T033,4,aVF,ST-segment-Evaluation,295
N033,novice,T033,5,aVR,ST-segment-Evaluation,205
N033,novice,T033,6,V1,T-wave-Examination,264
N033,novice,T033,7,V2,T-wave-Examination,193
N033,novice,T033,8,II,ST-segment-Evaluation,452
N033,novice,T033,9,aVF,ST-segment-Evaluation,326
N033,novice,T033,10,V2,Lead-by-Lead-Review,320
N033,novice,T033,11,II,P-wave-Analysis,201
N033,novice,T033,12,III,ST-segment-Evaluation,195
N033,novice,T033,13,V1,QRS-Analysis,200
N033,novice,T033,14,aVR,QT-interval-Measurement,411
N033,novice,T033,15,V5,QRS-Analysis,427
N034,novice,T034,1,I,Rhythm-Check,351
N034,novice,T034,2,aVF,T-wave-Examination,242
N034,novice,T034,3,V5,Rhythm-Check,229
N034,novice,T034,4,V5,T-wave-Examination,351
N034,novice,T034,5,aVL,ST-segment-Evaluation,414
N034,novice,T034,6,aVL,T-wave-Examination,275
N034,novice,T034,7,II,Axis-Determination,80
N034,novice,T034,8,V5,Rhythm-Check,500
N034,novice,T034,9,V3,Axis-Determination,371
N034,novice,T034,10,aVF,Axis-Determination,195
N034,novice,T034,11,aVF,P-wave-Analysis,332
N034,novice,T034,12,V2,Axis-Determination,206
N035,novice,T035,1,V4,Axis-Determination,283
N035,novice,T035,2,V6,T-wave-Examination,216
N035,novice,T035,3,II,Lead-by-Lead-Review,117
N035,novice,T035,4,III,Lead-by-Lead-Review,555
N035,novice,T035,5,aVR,Lead-by-Lead-Review,516
N035,novice,T035,6,V4,Lead-by-Lead-Review,318
N035,novice,T035,7,aVR,Rhythm-Check,205
N035,novice,T035,8,V4,T-wave-Examination,178
N035,novice,T035,9,II,Lead-by-Lead-Review,368
N035,novice,T035,10,II,P-wave-Analysis,282
N035,novice,T035,11,aVL,P-wave-Analysis,242
N035,novice,T035,12,V1,QRS-Analysis,392
N035,novice,T035,13,V5,Lead-by-Lead-Review,197
N035,novice,T035,14,aVR,ST-segment-Evaluation,292
N035,novice,T035,15,V1,Axis-Determination,141
N035,novice,T035,16,V3,ST-segment-Evaluation,122
N035,novice,T035,17,III,Lead-by-Lead-Review,152
N036,novice,T036,1,V1,QRS-Analysis,401
N036,novice,T036,2,V3,QT-interval-Measurement,284
N036,novice,T036,3,aVR,Lead-by-Lead-Review,257
N036,novice,T036,4,V3,Lead-by-Lead-Review,294
N036,novice,T036,5,III,QRS-Analysis,288
N036,novice,T036,6,II,QRS-Analysis,313
N036,novice,T036,7,I,QRS-Analysis,131
N036,novice,T036,8,V5,QRS-Analysis,160
N036,novice,T036,9,II,ST-segment-Evaluation,387
N036,novice,T036,10,aVF,P-wave-Analysis,298
N036,novice,T036,11,aVR,ST-segment-Evaluation,404
N036,novice,T036,12,V1,PR-interval-Assessment,301
N036,novice,T036,13,III,QRS-Analysis,444
N036,novice,T036,14,V1,QRS-Analysis,369
N036,novice,T036,15,aVF,P-wave-Analysis,311
N036,novice,T036,16,V3,PR-interval-Assessment,297
N036,novice,T036,17,V4,PR-interval-Assessment,189
N036,novice,T036,18,V6,PR-interval-Assessment,371
N036,novice,T036,19,V6,PR-interval-Assessment,523
N036,novice,T036,20,III,P-wave-Analysis,200
N036,novice,T036,21,aVL,T-wave-Examination,151
N036,novice,T036,22,V3,T-wave-Examination,132
N037,novice,T037,1,V3,P-wave-Analysis,439
N037,novice,T037,2,V5,P-wave-Analysis,80
N037,novice,T037,3,aVL,PR-interval-Assessment,87
N037,novice,T037,4,V4,PR-interval-Assessment,443
N037,novice,T037,5,III,Lead-by-Lead-Review,280
N037,novice,T037,6,V6,Axis-Determination,356
N037,novice,T037,7,aVR,Rhythm-Check,478
N037,novice,T037,8,V2,Rhythm-Check,258
N037,novice,T037,9,V4,Axis-Determination,374
N037,novice,T037,10,V5,QRS-Analysis,247
N037,novice,T037,11,V1,QRS-Analysis,80
N037,novice,T037,12,aVL,QRS-Analysis,412
N037,novice,T037,13,II,ST-segment-Evaluation,321
N037,novice,T037,14,V3,QT-interval-Measurement,493
N037,novice,T037,15,I,QT-interval-Measurement,142
N037,novice,T037,16,V3,P-wave-Analysis,188
N037,novice,T037,17,V5,P-wave-Analysis,132
N038,novice,T038,1,aVL,QRS-Analysis,242
N038,novice,T038,2,V5,QRS-Analysis,412
N038,novice,T038,3,aVL,ST-segment-Evaluation,346
N038,novice,T038,4,V6,Rhythm-Check,276
N038,novice,T038,5,aVR,QRS-Analysis,288
N038,novice,T038,6,V5,QRS-Analysis,267
N038,novice,T038,7,aVR,ST-segment-Evaluation,422
N038,novice,T038,8,V6,T-wave-Examination,324
N038,novice,T038,9,II,T-wave-Examination,192
N038,novice,T038,10,V5,Rhythm-Check,225
N038,novice,T038,11,aVF,PR-interval-Assessment,270
N038,novice,T038,12,V1,QRS-Analysis,128
N039,novice,T039,1,V3,QRS-Analysis,334
N039,novice,T039,2,I,ST-segment-Evaluation,245
N039,novice,T039,3,V4,T-wave-Examination,413
N039,novice,T039,4,II,QT-interval-Measurement,322
N039,novice,T039,5,aVF,T-wave-Examination,83
N039,novice,T039,6,III,Axis-Determination,315
N039,novice,T039,7,II,T-wave-Examination,209
N039,novice,T039,8,aVR,Rhythm-Check,240
N039,novice,T039,9,V6,QT-interval-Measurement,157
N039,novice,T039,10,aVL,QT-interval-Measurement,427
N039,novice,T039,11,aVR,QT-interval-Measurement,333
N039,novice,T039,12,V5,ST-segment-Evaluation,256
N039,novice,T039,13,V2,ST-segment-Evaluation,307
N039,novice,T039,14,V2,ST-segment-Evaluation,247
N039,novice,T039,15,V5,T-wave-Examination,105
N039,novice,T039,16,I,PR-interval-Assessment,306
N039,novice,T039,17,II,QRS-Analysis,115
N039,novice,T039,18,aVL,PR-interval-Assessment,493
N039,novice,T039,19,I,PR-interval-Assessment,333
N040,novice,T040,1,aVL,Lead-by-Lead-Review,112
N040,novice,T040,2,V2,Lead-by-Lead-Review,302
N040,novice,T040,3,III,Lead-by-Lead-Review,343
N040,novice,T040,4,V4,Lead-by-Lead-Review,369
N040,novice,T040,5,V1,PR-interval-Assessment,194
N040,novice,T040,6,II,PR-interval-Assessment,457
N040,novice,T040,7,V1,ST-segment-Evaluation,311
N040,novice,T040,8,aVF,Lead-by-Lead-Review,232
N040,novice,T040,9,III,QRS-Analysis,390
N040,novice,T040,10,V1,QRS-Analysis,243
N040,novice,T040,11,aVR,ST-segment-Evaluation,288
N040,novice,T040,12,V1,ST-segment-Evaluation,234
N040,novice,T040,13,V4,ST-segment-Evaluation,214
N040,novice,T040,14,V2,PR-interval-Assessment,191
N040,novice,T040,15,V3,PR-interval-Assessment,344
N040,novice,T040,16,aVL,PR-interval-Assessment,82
N040,novice,T040,17,aVF,P-wave-Analysis,361
N040,novice,T040,18,aVL,Rhythm-Check,366
N040,novice,T040,19,II,Axis-Determination,322
N041,novice,T041,1,aVL,QRS-Analysis,107
N041,novice,T041,2,aVL,QRS-Analysis,301
N041,novice,T041,3,V4,QRS-Analysis,226
N041,novice,T041,4,II,QRS-Analysis,431
N041,novice,T041,5,V4,QRS-Analysis,332
N041,novice,T041,6,I,ST-segment-Evaluation,228
N041,novice,T041,7,aVL,QRS-Analysis,206
N041,novice,T041,8,V5,QT-interval-Measurement,244
N041,novice,T041,9,V6,QT-interval-Measurement,304
N041,novice,T041,10,V4,ST-segment-Evaluation,361
N041,novice,T041,11,V1,Lead-by-Lead-Review,225
N041,novice,T041,12,V6,T-wave-Examination,456
N041,novice,T041,13,II,PR-interval-Assessment,294
N041,novice,T041,14,III,PR-interval-Assessment,250
N041,novice,T041,15,V2,QRS-Analysis,226
N042,novice,T042,1,V4,Rhythm-Check,531
N042,novice,T042,2,I,Lead-by-Lead-Review,209
N042,novice,T042,3,III,QRS-Analysis,428
N042,novice,T042,4,V2,QRS-Analysis,538
N042,novice,T042,5,I,T-wave-Examination,140
N042,novice,T042,6,aVL,ST-segment-Evaluation,355
N042,novice,T042,7,II,ST-segment-Evaluation,249
N042,novice,T042,8,aVF,ST-segment-Evaluation,387
N042,novice,T042,9,II,PR-interval-Assessment,258
N042,novice,T042,10,V1,Lead-by-Lead-Review,385
N042,novice,T042,11,V6,P-wave-Analysis,474
N042,novice,T042,12,II,P-wave-Analysis,304
N042,novice,T042,13,aVL,Axis-Determination,228
N042,novice,T042,14,V4,T-wave-Examination,233
N042,novice,T042,15,aVF,PR-interval-Assessment,209
N042,novice,T042,16,V2,P-wave-Analysis,307
N042,novice,T042,17,V5,Lead-by-Lead-Review,146
N042,novice,T042,18,V6,Lead-by-Lead-Review,209
N042,novice,T042,19,III,Lead-by-Lead-Review,272
N043,novice,T043,1,aVR,T-wave-Examination,369
N043,novice,T043,2,V2,Axis-Determination,177
N043,novice,T043,3,V4,QRS-Analysis,274
N043,novice,T043,4,II,PR-interval-Assessment,375
N043,novice,T043,5,V2,PR-interval-Assessment,231
N043,novice,T043,6,V5,PR-interval-Assessment,229
N043,novice,T043,7,II,Rhythm-Check,310
N043,novice,T043,8,V6,Axis-Determination,283
N043,novice,T043,9,V6,P-wave-Analysis,80
N043,novice,T043,10,V5,PR-interval-Assessment,80
N043,novice,T043,11,V4,PR-interval-Assessment,356
N043,novice,T043,12,I,PR-interval-Assessment,271
N043,novice,T043,13,V4,P-wave-Analysis,328
N043,novice,T043,14,V6,P-wave-Analysis,460
N043,novice,T043,15,III,P-wave-Analysis,169
N043,novice,T043,16,V2,QRS-Analysis,339
N043,novice,T043,17,III,T-wave-Examination,365
N043,novice,T043,18,V6,QT-interval-Measurement,399
N044,novice,T044,1,V3,QT-interval-Measurement,230
N044,novice,T044,2,aVR,Lead-by-Lead-Review,225
N044,novice,T044,3,aVR,QT-interval-Measurement,252
N044,novice,T044,4,V6,QT-interval-Measurement,514
N044,novice,T044,5,V4,QT-interval-Measurement,459
N044,novice,T044,6,aVL,ST-segment-Evaluation,101
N044,novice,T044,7,III,Lead-by-Lead-Review,331
N044,novice,T044,8,III,Lead-by-Lead-Review,168
N044,novice,T044,9,aVL,PR-interval-Assessment,294
N044,novice,T044,10,V2,PR-interval-Assessment,348
N044,novice,T044,11,V5,P-wave-Analysis,170
N044,novice,T044,12,V4,QRS-Analysis,410
N044,novice,T044,13,V1,Axis-Determination,211
N044,novice,T044,14,V3,Axis-Determination,161
N044,novice,T044,15,aVR,Axis-Determination,326
N044,novice,T044,16,III,QT-interval-Measurement,329
N044,novice,T044,17,I,QRS-Analysis,360
N044,novice,T044,18,II,QRS-Analysis,250
N044,novice,T044,19,III,P-wave-Analysis,215
N044,novice,T044,20,I,PR-interval-Assessment,288
N044,novice,T044,21,aVF,PR-interval-Assessment,195
N045,novice,T045,1,V2,Rhythm-Check,221
N045,novice,T045,2,aVF,QRS-Analysis,401
N045,novice,T045,3,V1,PR-interval-Assessment,255
N045,novice,T045,4,V3,PR-interval-Assessment,382
N045,novice,T045,5,V4,P-wave-Analysis,275
N045,novice,T045,6,V3,Lead-by-Lead-Review,255
N045,novice,T045,7,aVF,P-wave-Analysis,284
N045,novice,T045,8,aVL,Rhythm-Check,284
N045,novice,T045,9,III,PR-interval-Assessment,474
N045,novice,T045,10,II,QRS-Analysis,440
N045,novice,T045,11,V4,ST-segment-Evaluation,253
N045,novice,T045,12,V4,QRS-Analysis,269
N045,novice,T045,13,aVL,PR-interval-Assessment,220
N045,novice,T045,14,II,QRS-Analysis,311
N045,novice,T045,15,V3,Lead-by-Lead-Review,181
N045,novice,T045,16,III,Lead-by-Lead-Review,257
N046,novice,T046,1,aVR,QRS-Analysis,337
N046,novice,T046,2,V1,QRS-Analysis,313
N046,novice,T046,3,II,QRS-Analysis,113
N046,novice,T046,4,V6,Lead-by-Lead-Review,264
N046,novice,T046,5,V4,PR-interval-Assessment,397
N046,novice,T046,6,V4,Axis-Determination,171
N046,novice,T046,7,V5,Rhythm-Check,80
N046,novice,T046,8,aVR,Lead-by-Lead-Review,304
N046,novice,T046,9,V6,Lead-by-Lead-Review,206
N046,novice,T046,10,aVR,ST-segment-Evaluation,160
N046,novice,T046,11,aVF,T-wave-Examination,277
N046,novice,T046,12,aVR,PR-interval-Assessment,95
N046,novice,T046,13,aVL,PR-interval-Assessment,553
N046,novice,T046,14,V1,P-wave-Analysis,224
N046,novice,T046,15,II,PR-interval-Assessment,178
N046,novice,T046,16,V1,PR-interval-Assessment,245
N046,novice,T046,17,V4,Lead-by-Lead-Review,152
N046,novice,T046,18,aVR,Rhythm-Check,362
N047,novice,T047,1,V2,ST-segment-Evaluation,316
N047,novice,T047,2,V6,QRS-Analysis,374
N047,novice,T047,3,aVR,ST-segment-Evaluation,274
N047,novice,T047,4,aVF,T-wave-Examination,361
N047,novice,T047,5,V6,T-wave-Examination,287
N047,novice,T047,6,aVR,ST-segment-Evaluation,247
N047,novice,T047,7,V2,P-wave-Analysis,413
N047,novice,T047,8,V6,Rhythm-Check,185
N047,novice,T047,9,aVR,ST-segment-Evaluation,372
N047,novice,T047,10,V5,Rhythm-Check,237
N047,novice,T047,11,V3,QRS-Analysis,185
N047,novice,T047,12,V5,QRS-Analysis,296
N047,novice,T047,13,III,QT-interval-Measurement,350
N047,novice,T047,14,V3,Axis-Determination,636
N047,novice,T047,15,aVL,QT-interval-Measurement,162
N047,novice,T047,16,V5,QT-interval-Measurement,231
N047,novice,T047,17,V4,Axis-Determination,406
N047,novice,T047,18,V5,T-wave-Examination,452
N047,novice,T047,19,aVR,Lead-by-Lead-Review,294
N047,novice,T047,20,aVF,Lead-by-Lead-Review,255
N048,novice,T048,1,aVF,Rhythm-Check,228
N048,novice,T048,2,aVR,QRS-Analysis,397
N048,novice,T048,3,V3,QRS-Analysis,257
N048,novice,T048,4,V4,QRS-Analysis,353
N048,novice,T048,5,I,QRS-Analysis,339
N048,novice,T048,6,aVL,Lead-by-Lead-Review,240
N048,novice,T048,7,V2,Axis-Determination,183
N048,novice,T048,8,aVR,Axis-Determination,227
N048,novice,T048,9,V3,Axis-Determination,160
N048,novice,T048,10,V6,QT-interval-Measurement,112
N048,novice,T048,11,aVR,QT-interval-Measurement,369
N048,novice,T048,12,I,PR-interval-Assessment,111
N048,novice,T048,13,V5,PR-interval-Assessment,149
N048,novice,T048,14,V4,PR-interval-Assessment,228
N048,novice,T048,15,V3,QT-interval-Measurement,140
N049,novice,T049,1,II,ST-segment-Evaluation,142
N049,novice,T049,2,III,QT-interval-Measurement,319
N049,novice,T049,3,V4,Lead-by-Lead-Review,291
N049,novice,T049,4,III,Lead-by-Lead-Review,399
N049,novice,T049,5,I,P-wave-Analysis,179
N049,novice,T049,6,V2,QT-interval-Measurement,290
N049,novice,T049,7,aVF,PR-interval-Assessment,104
N049,novice,T049,8,aVL,Axis-Determination,313
N049,novice,T049,9,V3,Rhythm-Check,282
N049,novice,T049,10,II,QRS-Analysis,565
N049,novice,T049,11,aVF,P-wave-Analysis,494
N049,novice,T049,12,V6,P-wave-Analysis,155
N049,novice,T049,13,II,ST-segment-Evaluation,238
N050,novice,T050,1,V1,Rhythm-Check,468
N050,novice,T050,2,V3,Axis-Determination,246
N050,novice,T050,3,V2,Axis-Determination,332
N050,novice,T050,4,V1,Lead-by-Lead-Review,510
N050,novice,T050,5,III,QRS-Analysis,452
N050,novice,T050,6,V3,PR-interval-Assessment,103
N050,novice,T050,7,V3,QRS-Analysis,249
N050,novice,T050,8,V4,ST-segment-Evaluation,248
N050,novice,T050,9,I,T-wave-Examination,257
N050,novice,T050,10,I,T-wave-Examination,411
N050,novice,T050,11,I,T-wave-Examination,122
N050,novice,T050,12,V4,Rhythm-Check,287
N050,novice,T050,13,III,Axis-Determination,259
N050,novice,T050,14,II,P-wave-Analysis,386
N050,novice,T050,15,aVL,QT-interval-Measurement,153
N050,novice,T050,16,III,T-wave-Examination,293
N050,novice,T050,17,V2,ST-segment-Evaluation,303
N050,novice,T050,18,V6,QRS-Analysis,448
N051,novice,T051,1,II,QRS-Analysis,293
N051,novice,T051,2,V1,QRS-Analysis,324
N051,novice,T051,3,III,ST-segment-Evaluation,354
N051,novice,T051,4,III,ST-segment-Evaluation,320
N051,novice,T051,5,V3,ST-segment-Evaluation,324
N051,novice,T051,6,II,Lead-by-Lead-Review,367
N051,novice,T051,7,II,P-wave-Analysis,353
N051,novice,T051,8,I,T-wave-Examination,313
N051,novice,T051,9,aVL,Rhythm-Check,277
N051,novice,T051,10,V4,Rhythm-Check,339
N051,novice,T051,11,V3,PR-interval-Assessment,300
N051,novice,T051,12,aVR,QRS-Analysis,369
N051,novice,T051,13,V2,ST-segment-Evaluation,353
N051,novice,T051,14,aVL,QRS-Analysis,429
N051,novice,T051,15,V6,PR-interval-Assessment,249
N051,novice,T051,16,aVR,PR-interval-Assessment,348
N051,novice,T051,17,I,ST-segment-Evaluation,232
